original_id,original
4911,"Gefangne Der erste Abschnitt betrifft Elsi Fontana-Zosso , Catherine Bapst-Käser und Françoise Zosso ."
4912,SSRQ FR I/2/8 142.16-1 .
4913,"Elisabeth Drau , ein unholdin , hatt in der tortur des grossen steins ihr vorige bekandtnuß bestättiget, in alleweg vermeldt , sie wüsse nit eigentlich die frau Schindilli in der seckht zu Bern gesehen zu haben."
4914,Hatt auch die frauw Frischhertz entschlagen .
4915,"Werde nochmahlen ohne marter erfragt, unnd wan sie kheine andere angibt, sambstags vor gricht gestelt werden."
4916,SSRQ FR I/2/8 144.1-1 SSRQ FR I/2/8 144.2-1 SSRQ FR I/2/8 144.3-1 SSRQ FR I/2/8 144.4-1 SSRQ FR I/2/8 144.5-1 SSRQ FR I/2/8 144.6-1 SSRQ FR I/2/8 144.7-1 SSRQ FR I/2/8 144.8-1 SSRQ FR I/2/8 144.9-1 SSRQ FR I/2/8 144.10-1 SSRQ FR I/2/8 144.11-1 SSRQ FR I/2/8 144.12-1 SSRQ FR I/2/8 144.13-1
4917,"Thurn , den 3 ten novembris 1649 H r aman Fleischman H r burgermeister Frantz Carle Gottrauw Junker Niclauß Falk , junker Niclauß Reyff Junker Reyff , h r Cattella Ce passage concerne les procès menés contre Françoise Zosso et Tichtli Götschmann ."
4918,Voir SSRQ FR I/2/8 142.28-1 .
4919,"Gefangne Der hingerichten Dietrina tochter Gemeint ist Anni Schueller , die Grosse."
4920,", die einfältig syn soll unnd schon etliche wuchen im Spittal uffbehalten worden, unnd uff ihre bekhandtnus nit vill zu fundieren."
4921,Soll im Rosey uß dem mußhaffen erhalten werden biß uff wytteren bescheidt.
4922,"Spittal , den 21 ten marti 1650 Herr großweibel Gemeint ist Franz Peter Vonderweid ."
4923,"Herr burgermeister Gottrauw Hert Anni Schuoller , durch meine herren des gerichts examiniert, hat nichts bekhennen wollen."
4924,"Gefangne Tochter der Margreth Dietrina Gemeint ist Anni Schueller , die Grosse."
4925,"im Muolers , die in banden ligt unnd letstlich ihre ledigung uff den zulaß der gmeinderen limitiert worden."
4926,"Unnd es bedencklich ist, sie länger ynzehalten oder aber zu ledigen ."
4927,Soll für ein mahl in des Daglons stuben gelegt werden.
4928,"Es ist unklar, um welchen Raum es sich handelt."
4929,"Gefangne Elsi Schuler Le scribe a manifestement commis une erreur ; il s’agit de Anni Schueller , la Grande."
4930,", die nun mehr zwey jhar lang gefangen ligt, unnd man nit weißt, ob sie ynfältig oder boßhafftig ist."
4931,"Sie wirdt der häxery sehr verdacht, unnd von ihren schwesteren Gemeint sind Anni Schueller , die Kleine, und Elsy Schueller ."
4932,"erbetten, man wolle sie des Roseys ledigen ."
4933,Sie soll in etwas gelegnere kammer geführt unnd winters zytt in der wärme angefäßlet werden.
4934,Examen wider Anni Schuller Dardurch sie der hexery sehr bedacht wirdt.
4935,"Ist auch nüwlich angeben, nachmahls widerrumben entschlagen worden."
4936,"Die soll darüber erfragt, unnd nach unnd nach das keyßerliche recht an ihr geübt werden."
4937,"Wo sie aber einfähltig wäre, halten die herren des grichts yn ihrer discretion gemäß."
4938,"Die anderen zwo schwester Gemeint sind Anni Schueller , die Kleine, und Elsy Schueller ."
4939,"sollend auch yn gethürnet , wie auch die lahme Anni Son procès commence le 12 novembre ."
4940,Voir SSRQ FR I/2/8 146.0-1 .
4941,", unnd wider sie examina uffgenommen werden."
4942,Der nächste Abschnitt betrifft den Prozess gegen Tichtli Götschmann .
4943,SSRQ FR I/2/8 142.31-1 .
4944,"H r burgermeister Gottrauw Junker Niclauß Reyff Junker Reyff , h r Cattella Ce passage concerne le procès mené contre Tichtli Götschmann ."
4945,Voir SSRQ FR I/2/8 142.32-1 .
4946,", eadem die Anni Schuller , der hingerichtnen Tieternas tochter, welche durch meine herren des gerichts examiniert über die der hexeri verdächtigen puncten."
4947,"Befündt sich nit so gehörloß noch in solcher einfahlt , wie sie sich zwar verstellen wöllen."
4948,Dariber sie dan mit dem lehren still seill 3 mahl uffgezogen .
4949,"Sagt, sie habe nichts bößes gethan, wisse auch nichts bößes."
4950,"Und aber d al s sie wegen des Jasque Martis embdt erfragt worden, waß sie im selbigen eingeschafft habe, dardurch das viech , so darvon gefuttert worden, verdorben , antwortet dariber ordenlich, das ihme des ohrt unrecht von gemelten Marti und den seinigen geschehe."
4951,"Sie habe zwar sein geliger uff dem heüw , als ein starker regen eingefahlen ware, und sein herberg in des Jasque Martis scheüwr genomen, daselbt fü si e in der nacht zwar geschruien und geweint, will aber das heü embdt einiges wegs inficiert haben."
4952,"Zwar wisse sie wohl, das, wie sie uff Martini al da sich beherbriget , seyendt erst uff faßnachten dem Jeque Marti 4 oder 5 khü oder stuck ründer verdorben ."
4953,"Und also sie erfragt, waß sie gethan, antwortet die selb wo ."
4954,"Vermeldet darzu, sie könne nit anzeygen, waß sie nit gethan."
4955,"Endlichen hat sie gesagt, doch ohne bestendigkeit, vor 6 oder 7 jaren seye s e y ein unholdin worden in ihr eigen hauß."
4956,Bittet gott und ein gnädige oberkeit umb verzeichung .
4957,Gefangne Dieser Abschnitt betrifft den Prozess gegen Tichtli Götschmann .
4958,SSRQ FR I/2/8 142.33-1 .
4959,"Anni Schuller , der hingerichten Tietrichnas tochter, die zum theill ynfaltig unnd sehr gehörloß ist."
4960,"Auch mit unbestendigkheit bekendt , vor ungefahrlich 6 oder 7 jahren ein unholdin worden zu syn in ihr eigen huß."
4961,"Yngestelt, biß deroselben schwestern Gemeint sind Anni Schueller , die Kleine, und Elsy Schueller ."
4962,examiniert syen.
4963,"Examen wider Anni Schuller , der hingerichten Tietrichnas do jü ngst dochter Die der hexery verdacht unnd das examen umb etwas bedencklich ist."
4964,"Sie soll an das lehre folterseill geschlagen, bevor aber examiniert werden."
4965,Le passage qui suit concerne le procès mené contre Anni Dumont .
4966,Voir SSRQ FR I/2/8 146.1-1 .
4967,"Thurn , den 15 ten novembris 1649 H r großweibel Gemeint ist Franz Peter Vonderweid ."
4968,"Herr burgermeister Gottrauw H r Caspar Montenach , junker Niclauß Reyff Junker Reyff , h r Cattella Anni Schuller, die eltere , drey mahl mit dem kleinen stein uffgezogen und durch meine herren des gerichts examiniert, sagt zum driten mahl, das sie von 5 oder sechs jaren hero ein unholdin seye."
4969,"Habe aber nicht bößes gethan, und habe den bößen feindt im Buch holtz beim türli angetroffen, der selb habe sie im maul krauwt oder gezeichnet , bey werender bekhandtnuß aber zu zeytten in etwaß variert."
4970,"Ist endlich auch bekandtlich worden, mit pulffer , so sie vom bößen feindt empfangen, des Jasqui Marti embt inficiert zu haben, da sie zu vor allein broßmenn auß ihr gerber schieb sack wolte genommen und gestreüwt haben."
4971,Ist diß mahl bey ihr kein sonderbare simplicitet erspirt worden.
4972,", eadem die Anni Schuoller, die jüngere , lehr drey mahl uff gezogen und dariber durch meine herren de ro s gerichts examiniert über under schidliche punckten, der hexeri wegen , deren sie kein e s will bekhand lich noch anredt sein ."
4973,"Befülcht sich gott und einer gnädigen oberkheit, deme die sie gantz demüttig umb verzüchung thut bitten."
4974,Le passage qui suit concerne les procès menés contre Anni Dumont et Clauda Jacquat .
4975,Voir SSRQ FR I/2/8 146.2-1 et SSRQ FR I/2/8 145.3-1 .
4976,"Gefangne Anni Schuoller Gemeint ist Anni Schueller , die Grosse."
4977,", die zwar bekendt , vor ohngefahrlich 6 oder 7 jharen den bösen feindt by dem thürliß des Buchwaldts im Muoller ge sehen unnd sich ihme ergeben zu haben."
4978,"Will aber nit bekandtlich syn, etwas bößwichtigs verbracht zu haben unnd variert starckh in ihrer bekandtnuß ."
4979,"Sie ist auch gehörloß unnd halb ynfältig , maßen herr burgermeister sich bevelchs erholt, ob er mit ihren durch verübung des keißerlichen rechtens fürfahren solle."
4980,Myn herren des grichts mögen mit ihren ihrer discretion unnd vorsichtigkheit gemäß mit dem cendtner fürfahren .
4981,"Anni Schuoller , die jüngere schwester, die nichts bekhendt , soll an das folterseill des kleinen steins peinlich erfragt werden."
4982,"Le passage qui suit concerne les procès menés contre Anni Dumont , Clauda Jacquat , Tichtli Götschmann et Catherine Bapst-Käser ."
4983,"Voir SSRQ FR I/2/8 146.3-1 , SSRQ FR I/2/8 145.4-1 et SSRQ FR I/2/8 142.34-1 ."
4984,"Thurn , den 16. novembris 1649 Herr großweibel Gemeint ist Franz Peter Vonderweid ."
4985,"H burgermeister Gottrauw Haubtman Reiff H r Castella Anni Schuoller, die jüngere , mit dem halben zendner 3 mahl uffzogen , sagt, sie wüße nit, ob ihr schwester, die hörloß ist und auch gefangen ligt, die auch Anni Gemeint ist Anni Schueller , die Grosse."
4986,"heißt, die kriesen , dorumb man sie examiniert, in Eischels getragen habe."
4987,Sie sye nit do gsyn und habe sie nit getragen.
4988,Sie will uff die interrogata nichts bekhennen .
4989,Sie sye from und nemme die pyn für ein krütz dultig an.
4990,Ist ledig ohn costen gesprochen worden.
4991,"18 ten novembris 1649 Ce passage se trouve dans la marge de gauche, au début du procès-verbal de l’interrogatoire."
4992,"et eadem die Die hört Anni Gemeint ist Anni Schueller , die Grosse."
4993,", der vorgemelten schwester, mit dem zendner 1 mahl uffgezogen ."
4994,"Wan man sie fragt, wo sie der böß findt krauwt , zeigt sie im mul ."
4995,Habe machen ein khuo zu Plaßelb in Martis huß zu mitternacht zu verderben .
4996,"Bittet umb gnad und fragt, wie sie den bösen findt nambsen solle."
4997,"Sie wüße nit, ob er ein mann oder frauw sye, wie man ihn nennen soll, Peter oder Hausi oder wie."
4998,"Stelt sich ein fältig , und weißt man nit uß ihren reden zu kommen."
4999,Voir SSRQ FR I/2/8 146.4-1 .
5000,"Gefangne Anni Schuller, die jüngere , die sich unschuldig befindt, ist ledig erkhendt mit abtrag kostens, waß sie den selben vermag zu endtrichten."
5001,"Hört Anni Schuoller , die gehörloß unnd zum theill ynfältig , auch die tortur des grossen steins ohne beständige bekandtnuß außgestanden."
5002,"Wylen man nit weißt, ob sie das gutt vom bösen sönderen unnd scheiden könne, sollend die herren deß gerichts vermittlest ettlicher wyberen, die zu ihren reden werdend von allerhandt sachen, es erfahren, mit was fürwandt unnd andtworth sie den menschen begegnete."
5003,Doch werde sie im Spittall angefäßlet.
5004,Le passage qui suit concerne le procès menés contre Anni Dumont .
5005,Voir SSRQ FR I/2/8 146.5-1 .
5006,SSRQ FR I/2/8 145.1-1 SSRQ FR I/2/8 145.2-1 SSRQ FR I/2/8 145.3-1 SSRQ FR I/2/8 145.4-1 SSRQ FR I/2/8 145.5-1 SSRQ FR I/2/8 145.6-1 SSRQ FR I/2/8 145.7-1 SSRQ FR I/2/8 145.8-1 SSRQ FR I/2/8 145.9-1
5007,Pere et parents de la detenue nommee Claudaz Jacquatz prient la voul loir liberer des prisons.
5008,"Wider sie soll ehrst ein examen uffge nommen werden, darby ihr thun unnd lassen zu vernemmen."
5009,"Inquisition wider Clauda Jacquaz Durch selbige ist sie der häxery sehr verdacht, wie nit weniger deroselben vatter unnd hußgenossen ."
5010,Sie soll darüber starckh examiniert werden.
5011,"Herr burgermeister Gottrauw H r Caspar Montenach , junker Niclauß Reyff Junker Reyff , h r Cattella Ce passage concerne les procès menés contre Anni Schueller , la Grande, Anni Schueller , la Petite, et Anni Dumont ."
5012,Voir SSRQ FR I/2/8 144.6-1 et SSRQ FR I/2/8 146.2-1 .
5013,"Eadem die, ibidem Gemeint ist der Böse Turm ."
5014,"Clauda Zagga de Courtaney examiné sur faict de sorcellerie par messieurs du droict, ne veut estre d’aulcune chose confessante , ains nie tous les articles proposséz."
5015,Demande a Dieux et messeigneurs bien humblement pardon.
5016,Ist mit abtrag costens ledig gesprochen worden.
5017,"Gefangne Ce passage concerne les procès menés contre Anni Schueller , la Grande, Anni Schueller , la Petite, et Anni Dumont ."
5018,Voir SSRQ FR I/2/8 144.7-1 et SSRQ FR I/2/8 146.3-1 .
5019,"Claudaz Jacqquaz soubçonnee d’estre sorciere ne veut estre confessante d’aucun forfaict, ny d’avoir maleficié personne."
5020,"Yngestelt, under dessen wirdt man ihres thuns unndt lassens sich ferners erkundigen unnd meine gnädigen herren für kommen."
5021,Le passage qui suit concerne le procès mené contre Tichtli Götschmann et Catherine Bapst-Käser .
5022,Voir SSRQ FR I/2/8 142.34-1 .
5023,"Claudaz Jacquaz ist mit abtrag kostens gelediget , doch mit gedingen , das ihr hochzytter zu Prez gebührtig, wan er sie gmählet , nit befügt syn solle, da selbsten zu Prez zu wohnen."
5024,Allwylen dise Claudaz von dorffgenoßen nit mag geduldet werden.
5025,"Claudaz Jacca , ein verdachte unholdin , welche den meister Frantz Guident soll maleficiert haben unnd die vor etwas zytts umb glyche materii schon yngelegen."
5026,Die soll yngezogen unnd wider sie inquiriert werden.
5027,"Käller , den 3 ten novembris 1651 H r Fleischman H r burgermeister Gemeint ist Franz Karl Gottrau ."
5028,"H r Wildt , h r Werli , junker von Affry H r Burgki , h r Perret Clauda Zagga de Cortaney quoy que serieusement par messieurs du droict examinée, sans torture , ne veut confesser aulcune chosse, ains nié tous points proposéz, demandant à Dieu x et a Leur Exellences humblement pardon."
5029,Ist mit abtrag costens ledig gesprochen w worden .
5030,"Gefangene Clauda Jacquat soubçonnée de sortilege , soll visitiert unnd wytters werde sie wytters inquiriert , nachmahls nach abhör des examinis darüber gerathschlaget werden."
5031,"Gefangene Clauda Jacquaz , wider welliche wegen der häxery ein examen uffgenommen worden, unnd aber wenig geklagt wirdt."
5032,Deßhalben soll sie mit abtrag kostens ledig syn.
5033,"Ist sie des gesindts , so wirdt gott woll verhängen, das sie endt deckht werde."
5034,SSRQ FR I/2/8 146.1-1 SSRQ FR I/2/8 146.2-1 SSRQ FR I/2/8 146.3-1 SSRQ FR I/2/8 146.4-1 SSRQ FR I/2/8 146.5-1 SSRQ FR I/2/8 146.6-1 SSRQ FR I/2/8 146.7-1 SSRQ FR I/2/8 146.8-1 SSRQ FR I/2/8 146.9-1 SSRQ FR I/2/8 146.10-1 SSRQ FR I/2/8 146.11-1 SSRQ FR I/2/8 146.12-1 SSRQ FR I/2/8 146.13-1 SSRQ FR I/2/8 146.14-1 SSRQ FR I/2/8 146.15-1 SSRQ FR I/2/8 146.16-1 SSRQ FR I/2/8 146.17-1 SSRQ FR I/2/8 146.18-1 SSRQ FR I/2/8 146.19-1 SSRQ FR I/2/8 146.20-1
5035,"Ce passage concerne le procès mené contre Anni Schueller , la Petite."
5036,Voir SSRQ FR I/2/8 144.5-1 .
5037,"Inquisition wider die Lahm Anni Dardurch sie der strudlery sehr verdenckht unnd soubçon niert, auch per formam publicam den namen hatt, ob habe sie mitt häxischen unthaten lüth unnd veech verzauberet unnd maleficiert ."
5038,Dise soll auch über die artikhell des wider sie uffgenommen examinis erfragt unndt lehr uffgezogen oder mit dem schynbein pynlich erfragt werden.
5039,"Gefangne Lahm Anni du Mont , ein unholdin , blybt in ihrer ver ihahung beständig, wie auch in angebung ihrer gespillenen ."
5040,"Examen wider Tichtli Muhlullinna Dardurch sie der häxery unnd diebery verdacht ist, soll starckh examiniert we unnd ihr bekandtnuß unndt ver sprechung referiert werden."
5041,"Mit ihren soll nach der sachen bewandtnuß yngestelt syn, biß die angeberin Gemeint ist Anni Dumont ."
